ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计,COUNT(data)_资产负债率_x,COUNT(data)_应收款周转率_x,MEDIAN(data.应收款周转率.COUNT(data))_流动比率,STD(data.净资产收益率.COUNT(data))_流动比率,STD(data.总资产报酬率.COUNT(data))_流动比率,SUM(data.流动比率.COUNT(data))_资产负债率,MAX(data.流动比率.COUNT(data))_销售毛利率,SUM(data.总资产报酬率.COUNT(data))_销售毛利率,MEAN(data.应收款周转率.COUNT(data))_净资产收益率,SUM(data.资产负债率.COUNT(data))_净资产收益率,MEAN(data.流动比率.COUNT(data))_投入资本回报率
2069,1.314,34.4687,28.8316,28.5275,25.6053,21.7786,6.2684,597179266.94,18287051.29,591922660.03,121880585.63,99948729.53,617870171.04,212972098.58,404898072.46,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2070,2.8688,24.0399,56.0941,10.1694,8.9379,8.4111,2.1483,964023443.78,20222971.55,1057878884.11,175277941.85,157968133.11,2306479205.61,554474841.67,1752004363.94,2.0,2.0,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0
2071,1.7575,35.3675,37.1271,15.051,13.255,12.5661,3.7315,7081493747.65,159180167.69,6791224812.46,1680947680.53,964240792.6,10197338802.18,3606541752.88,6590797049.3,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
2072,3.2158,19.2767,65.1384,9.5101,9.07,9.7422,6.1719,1778209252.11,50774377.91,1827162642.42,522807472.98,250683386.72,3281508705.9,632567806.74,2648940899.16,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2073,1.0336,43.2377,26.2206,1.8313,2.3103,2.3792,1.5492,1150094090.63,10129852.79,978933195.54,-231718441.42,45633880.53,4888767224.0,2113788531.62,2774978692.38,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2074,1.9484,44.1119,22.4812,15.6482,11.7714,9.1081,1.6493,509796410.07,6342959.79,254678290.89,9308995.0,45796611.33,635296332.3,280241174.97,355055157.33,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2075,4.6673,17.7539,40.5065,14.4516,14.379,13.8465,13.9026,649641627.81,22419321.9,456114017.67,127007965.17,163423545.53,1462690685.83,259684680.59,1203006005.24,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2076,2.2374,21.6244,32.0011,13.117,12.3771,13.3256,1738.484,189333660.26,8028021.41,220145934.18,58261419.92,24546551.36,241572733.23,52238766.07,189333967.16,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2077,2.3837,20.1701,49.7121,1.9751,2.0115,1.8408,7.077,187918350.69,303193.95,246620521.46,79803420.8,21503972.77,1320516942.12,266349377.21,1054167564.91,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2078,1.7391,52.0631,39.4626,24.1758,19.3723,14.9745,30.1269,21969688664.56,1056642521.21,24454894669.65,3462340358.5,3167568193.31,28915724316.14,15054408579.1,13861315737.04,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2079,2.0011,38.4651,40.3339,11.7219,12.9824,8.3577,1.7693,278616030.27,3042211.37,235955800.92,-13723456.63,28324591.52,363489367.8,139816599.7,223672768.1,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2080,3.1473,24.7066,32.674,7.5106,6.2926,6.4564,2.5231,948519530.03,14256816.51,1049606535.89,337211519.5,117951468.11,2104568277.18,519967194.31,1584601082.87,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2081,1.4122,54.4467,22.4427,16.7455,16.9563,11.8507,5.0583,1244468462.57,54699297.6,1301943635.79,192693003.6,120284985.06,1610451001.3,876837891.09,733613110.21,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
2082,1.5605,41.1901,29.6572,8.2911,7.0721,5.9447,3.4585,1569717788.81,8172146.27,1574992375.98,93651589.13,125770802.45,2709285652.51,1115957417.82,1593328234.69,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
2083,3.6413,13.1633,23.2567,5.6334,6.4159,6.0799,11.2293,1370443052.37,9442794.49,1377613394.51,239545250.35,106909126.63,1907848550.84,251135078.84,1656713472.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2084,2.0541,29.4354,48.0362,12.9843,12.5061,11.4894,4.7838,1121067536.52,41375094.92,1124460721.99,154992490.0,142915430.25,1654276476.37,486942922.52,1167333553.85,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2085,1.5555,54.1052,23.7062,6.7257,5.0522,3.822,3.0364,259720895.59,61376.86,156239867.79,6268716.82,9120804.42,339521660.22,183698962.76,155822697.46,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
2086,0.1481,28.4047,-262.7344,-10.4067,-9.4262,-7.29,5.5609,31118218.35,,32377181.97,-73575739.01,-178113442.83,2271021009.95,645077759.76,1625943250.19,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0
2087,2.0218,46.0011,41.1653,27.2411,23.2527,16.5353,1.78,1043689189.12,35007579.23,604046980.06,-229727796.35,205290146.15,1682024412.52,773749991.24,908274421.28,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2088,2.3952,32.3927,30.1718,7.3576,6.3474,5.9117,5.1488,741402631.26,18050213.92,551250723.1,-168989371.43,104848769.8,2599695710.03,842110387.84,1757585322.19,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
2089,3.3599,24.1901,24.0287,13.8728,13.3602,12.3931,5.2015,2323555459.49,50566149.54,1523027276.37,46223863.17,314868888.8,3132351808.43,757717872.41,2374633936.02,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2090,10.2867,8.9367,66.0004,31.2919,31.0364,31.7602,7.0309,2489346726.31,125619219.54,2434438275.73,1092506407.91,1235294618.36,4827274422.22,431399815.33,4395874606.89,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2091,1.8938,35.5044,47.9608,14.8399,14.4915,15.6576,3.7115,189464716.6,8083212.72,155798489.67,43853795.07,12968253.41,156442734.18,55544069.89,100898664.29,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,3.0
2092,0.852,49.8701,25.3082,18.9187,14.7888,12.4235,17.1309,903827046.08,17935055.97,848921851.71,137758652.65,113981934.56,1315530050.57,656056088.46,659473962.11,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2093,1.0614,36.2911,8.573,-1.5944,-0.215,-0.1636,14.743,1849512179.25,-1224088.98,1511797040.89,17585513.13,-18480125.2,1810603956.5,657088136.49,1153515820.01,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2094,2.486,27.1871,35.5853,48.2226,41.2935,34.6883,115.2275,1733080679.6,3178252.54,1744361052.41,573495396.46,469076168.37,1677944695.58,456185169.9,1221759525.68,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2095,1.0018,67.6413,38.834,26.5432,18.2748,12.1204,5.2364,5972263435.78,78310513.71,5858016870.34,399892555.24,423983840.46,5675296091.06,3838846370.75,1836449720.31,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2096,1.053,61.7534,22.8623,-42.8342,-17.744,-15.4407,1.4886,2124500987.29,11763545.5,2573419545.11,166675056.97,-1402398937.08,7614024078.87,4701919026.0,2912105052.87,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2097,1.6488,54.9537,25.6842,2.6347,3.3229,3.7048,1.6588,1475903362.5,10489709.13,1783106006.95,162994921.71,33803604.64,2522618732.01,1386273163.31,1136345568.7,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
2098,0.9782,57.7959,29.1292,14.3468,11.0273,8.2785,2.3589,521879336.87,10656040.97,451693419.71,113869989.28,63706876.31,1127624639.56,651720452.59,475904186.97,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,2.0,1.0,1.0,2.0
2099,1.7545,34.3898,31.4647,0.3637,1.1312,1.4148,2.9775,1181006553.61,-3000607.43,1139449088.78,-53425673.79,7401599.02,2094901033.45,720432877.26,1374468156.19,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2100,2.0086,28.2756,56.1071,33.6277,29.3547,25.4608,6.652,2110595680.52,98376261.38,1747540188.34,427836939.19,585725746.35,2840227797.77,803092148.67,2037135649.1,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2101,3.0232,24.48,71.159,-49.2223,-45.0936,-35.6698,2.4015,2036876355.19,70475120.75,2344884207.62,326671048.53,-1838733646.03,3844882052.02,941227398.4,2903654653.62,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2102,1.1736,62.2118,35.006,9.9045,5.8404,4.8292,7.8254,21449125613.44,1508083553.9,18124082848.65,4710650104.36,3841413384.02,127563906227.18,79359831283.3,48204074943.88,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2103,1.2871,79.245,28.6486,16.4552,9.058,4.603,36.268,19697305490.76,599072115.95,23513305118.78,468116699.99,2184867449.31,72511746580.95,57461899878.23,15049846702.72,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2104,5.5328,35.8198,-49.8701,-31.0685,-30.7814,-23.4657,3.09,20860022.63,,11365403.2,34287130.35,-195107957.19,939527635.26,336536505.64,602991129.62,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2105,27.4523,5.7967,73.9604,17.0456,15.6585,16.3651,9.3173,1737734714.98,45888616.33,1859509515.34,868962637.0,932858391.73,7780753456.61,451029105.94,7329724350.67,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0
2106,1.3362,22.8713,9.8589,0.8142,1.4155,1.649,4.4932,1411457825.43,7221089.95,1190122741.58,138840869.84,21936734.34,3540409143.15,809737906.57,2730671236.58,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
2107,1.296,58.977,26.8162,8.8752,6.4584,6.5648,2.6532,2165853141.43,65648869.82,1947157131.99,-181236154.18,133683218.63,3915134142.66,2309028634.97,1606105507.69,1.0,1.0,1.0,0.0,0.5773502691896258,3.0,3.0,2.0,1.0,1.0,3.0
2108,2.493,28.1474,23.9188,9.7238,8.49,9.2401,3.8728,879602396.23,19876501.85,886651699.07,26652189.29,79136116.45,1460582541.11,411116498.71,1049466042.4,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2109,11.2413,7.5022,29.7798,17.3616,16.0116,18.764,10.7736,3934602748.32,182912158.88,2902584896.54,659777619.54,645297435.62,5357936471.27,401964820.72,4955971650.55,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2110,1.4444,28.1058,-2.5603,-27.3823,-21.5571,-17.1293,3.1227,129134394.82,8567166.21,143415764.16,34011041.43,-112403653.87,492547024.82,138434407.76,354112617.06,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2111,1.2237,74.2283,42.3022,58.7698,55.2304,17.6342,3.68,750714015.49,35379184.87,925931062.06,192247123.28,134065343.28,1284455492.56,953429564.25,331025928.31,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2112,2.2806,38.6378,39.7966,15.6786,12.7064,12.7925,1.0899,194193424.77,5204880.86,98186104.29,-9232488.62,31296798.12,374246974.8,144600815.34,229646159.46,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2113,1.9329,38.7049,24.4133,1.8448,2.8052,3.0144,6.6655,4013155237.25,22289782.02,4279521647.83,336247215.89,101825108.03,8804983315.85,3407956278.33,5397027037.52,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2114,0.8039,42.0911,25.5248,7.0309,5.914,7.1898,62.0808,6164258480.57,156289845.4,5303924780.58,672249950.78,451563109.06,11073582054.57,4660994498.17,6412587556.4,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2115,0.9866,60.9298,21.5646,7.9255,5.9681,4.4983,55.1452,84876960043.74,324253218.92,99070752665.78,416328111.08,1452841349.07,52353015836.37,31898595573.39,20454420262.98,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2116,1.0132,96.6901,-59.791,-200.6018,-12.315,-8.6487,0.1204,54062717.92,-69818477.01,45173238.3,-2692358.87,-1831653686.44,10628140893.4,10276364647.96,351776245.44,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2117,3.7432,23.9358,37.6272,18.5175,18.5675,15.5916,2.4286,367771593.63,4886783.03,367366561.54,71393032.23,58769037.25,446373143.38,106843181.76,339529961.62,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2118,2.6866,17.7025,47.7562,14.5763,13.6244,14.0646,2.6579,2153079393.87,78598454.79,1870142568.14,484259397.15,543515784.9,4805661836.55,850721654.31,3954940182.24,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2119,2.5203,16.6151,41.9495,13.0679,13.665,13.4405,5.8829,3988697267.95,166713371.19,4145201401.09,1189888045.76,966420965.77,8672684776.37,1440971848.89,7231712927.48,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2120,4.7456,14.1309,47.233,13.5074,11.6232,13.0638,9.0201,387246694.84,8123846.99,380717240.83,50218275.26,73781193.16,679202887.1,95977304.63,583225582.47,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2121,0.7482,52.7545,23.5434,12.5077,10.2591,9.0596,7.1189,14090067143.47,394038954.28,8568436387.82,1926910849.27,1082120457.62,19639971785.76,10360960706.69,9279011079.07,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2122,1.7958,32.3914,35.6294,10.8072,9.592,8.0042,2.9787,2324827620.31,24548424.17,2358834403.13,561143492.38,329410031.09,4948955341.42,1603037620.04,3345917721.38,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2123,2.1835,29.6798,38.2604,-17.1711,-21.0227,-17.5689,4.9628,334983008.09,-33274715.0,364383201.41,-24582162.49,-80430452.89,606083414.3,179884451.81,426198962.49,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2124,1.0824,56.4208,34.7464,9.4302,7.5982,6.8997,2.8634,5299650818.13,113613123.99,2895487896.48,455514795.37,630114886.66,16807642292.6,9483013338.68,7324628953.92,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2125,6.4459,14.9746,47.8366,25.7979,24.649,24.2689,10.7206,1045701120.65,48037264.01,945565914.2,215359614.47,285822744.06,1864592375.97,279214843.91,1585377532.06,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2126,1.2657,73.9543,25.4706,0.6429,3.6095,3.5218,15.3915,3150404424.3,122689530.78,4093467128.29,704840860.57,123920148.06,10208205700.52,7549402023.75,2658803676.77,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2127,2.0818,26.3919,35.9564,12.3936,12.0829,10.4272,3.8659,115756661.2,1808394.49,73966965.96,14951418.43,17066786.21,189629383.35,50046774.62,139582608.73,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2128,3.2483,24.9319,43.753,21.9253,21.3701,18.7217,2.9217,231353364.08,7193311.77,243931772.46,77740542.77,53938104.29,376968032.44,93985171.71,282982860.73,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2129,1.3244,50.5312,30.5109,8.4274,6.6723,5.7751,2.3006,2730648145.74,47323017.39,2544568524.69,195457194.33,321304631.0,8104684132.4,4095397931.21,4009286201.19,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2130,1.9614,32.9801,33.4456,5.2719,4.4026,4.5834,3.9052,951309604.48,10058072.4,1114927668.35,209983213.09,55350994.13,1900723122.86,626861007.15,1273862115.71,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2131,1.6661,47.6124,21.4157,7.0352,6.6156,5.7967,1.8458,2033545707.37,8137224.97,1620289262.02,53449733.63,102166945.79,2939246565.45,1399444619.22,1539801946.23,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2132,0.5766,40.9437,48.5545,4.1997,7.8108,6.3924,5.6693,1530646879.85,76041368.47,1286025571.9,677772025.96,312856213.2,7103451298.62,2908412906.8,4195038391.82,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2133,7.038,12.124,40.4878,11.3221,10.8989,11.3279,2.8845,392668484.97,10785545.88,375998447.73,22942321.53,52645922.88,708626392.59,85913606.84,622712785.75,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2134,2.354,29.1911,23.1485,7.6366,6.7371,6.7295,27.1618,1175301034.32,16158907.77,1342096969.07,369100908.49,129465020.68,2464948703.85,719546813.39,1745401890.46,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2135,2.0413,40.5044,26.8199,16.7963,15.4004,12.0351,5.6134,5703217183.56,77464251.22,6027088715.21,1207985677.99,502271716.37,5376826080.55,2177849072.63,3198977007.92,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2136,0.8297,39.8665,18.9466,4.8893,3.8789,3.8364,4.6465,1083454203.49,61491470.28,1012816471.88,-56689137.68,181406404.07,7647427871.25,3048763741.14,4598664130.11,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2137,1.6252,49.7172,32.6878,29.5278,22.103,17.0543,3.6095,75665760000.0,1959870000.0,78764734000.0,13265375000.0,11494448000.0,90541298000.0,45014553000.0,45526745000.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2138,4.4892,17.1466,71.7094,6.9782,6.309,6.1475,2.1299,1671091024.5,9825360.64,1816179140.3,346015579.01,226288619.16,4082277759.29,699970283.09,3382307476.2,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2139,3.8634,22.4079,60.4944,9.0129,9.0577,8.1747,1.8744,282468174.36,6743916.74,309779863.37,76324397.67,44640060.08,651384507.84,145961620.86,505422886.98,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
2140,2.0846,18.2321,28.3086,3.3237,3.3191,3.8321,3.8597,1168217076.64,17627070.8,1000511003.02,159253172.76,72248602.0,2740242046.23,499603634.64,2240638411.59,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2141,1.1994,73.2149,22.2401,15.8203,11.5852,5.7387,3.5112,10935027561.9,143422976.9,7929040391.55,16518521.51,860842998.36,21583010928.64,15801989222.78,5781021705.86,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2142,1.5008,54.9907,30.5961,7.2399,6.4287,4.8592,1.55,610941544.68,11922849.61,544300521.61,-22876166.33,50868360.4,1548191705.0,851361160.31,696830544.69,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
2143,1.5488,38.374,46.7907,9.3436,7.2903,7.9816,9.8719,514527438.04,14928637.49,504086770.95,114885157.75,92293302.93,1620878358.01,621995493.89,998882864.12,1.0,1.0,1.0,,,1.0,1.0,1.0,1.5,2.0,1.0
2144,3.0834,25.1499,41.4121,52.364,52.0354,42.8431,49.1574,10040439724.07,391252130.08,11463632300.73,2297332006.05,2303722676.44,7416562760.11,1865258918.15,5551303841.96,1.0,1.0,1.0,0.0,0.7071067811865476,2.0,2.0,1.0,1.0,1.0,2.0
2145,2.6695,29.5478,84.0024,28.0737,25.273,23.3737,3.6406,6939993811.61,270172395.86,7850482391.0,2147676112.11,1622973893.05,8664643251.42,2560213202.98,6104430048.44,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2146,1.6085,82.2497,39.9645,10.6159,3.9914,3.9213,62.1615,7213165825.69,605827597.69,8258296718.18,-842590795.9,673559087.99,45141526985.37,37128755431.87,8012771553.5,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2147,1.0909,60.0232,39.5206,8.0284,6.9693,7.4705,3.1934,21806605804.72,427960482.92,21881082753.14,2037831553.2,1351478253.78,35013253089.57,21016069580.46,13997183509.11,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2148,4.8619,24.9061,13.3942,5.5745,5.7621,5.4172,7.0413,2856035738.51,3524023.06,1214365135.73,-36033789.28,91035991.73,2388175628.55,594802126.09,1793373502.46,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2149,1.4849,36.2701,22.5529,5.4433,5.1732,5.2945,14.9193,2068936987.64,47098834.46,2190809243.68,394371688.51,106848686.87,3113309634.19,1129199710.98,1984109923.21,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2150,6.4468,10.8389,29.9781,13.9975,13.6272,14.037,9.2845,1245221017.78,32378840.74,968420192.54,175999441.64,171614747.95,1944534888.95,210765336.92,1733769552.03,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2151,3.968,19.0681,24.7342,-4.9023,-5.9003,-2.7125,3.4482,1575109439.78,40017051.97,1540337686.49,220418650.03,-120796039.75,2881435660.06,549436375.46,2331999284.6,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2152,2.3871,30.4335,24.4737,5.1079,2.576,4.5752,586.4028,3978691021.97,45197315.81,4627712842.89,79446931.72,160497587.59,4553410861.94,1385762395.49,3167648466.45,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2153,1.4263,53.4962,17.816,-8.5312,-4.8688,-4.1461,2.1892,261644443.76,-15269739.53,74571602.74,-35897993.16,-45832175.61,1143713602.33,611842970.52,531870631.81,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2154,0.9689,89.9639,22.9832,0.8278,6.2559,3.4593,1.127,939418973.78,-34610341.6,962821435.0,52289466.1,6306142.94,5556741052.84,4999061063.37,557679989.47,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2155,1.9976,39.5454,26.8763,7.6736,7.5132,5.515,2.3087,594322537.21,5856389.2,481960632.73,132977383.32,43247458.9,993677728.48,392953657.5,600724070.98,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
2156,8.5486,72.0915,35.8004,-128.1564,-93.5435,-64.1992,3.4429,709291124.12,-312073.16,743703698.03,-55736754.67,-2069233728.58,2268340003.91,1635280235.96,633059767.95,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
2157,1.4052,84.0901,17.0813,5.6167,1.4771,0.931,34.3423,3394143161.78,28218639.54,6252353843.94,1826484238.3,84515118.57,17690697005.22,14876123975.85,2814573029.37,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0
2158,1.4687,61.0517,12.1486,16.6786,13.2943,9.6989,2.6973,14856825319.86,139758097.61,16625502456.84,412912525.55,764853183.37,11958213973.42,7300692331.02,4657521642.4,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0
2159,1.7185,33.7227,23.1836,8.5405,8.7456,7.3282,4.2435,1952689690.49,25489778.04,1941075849.96,311089816.03,148575148.43,2669329668.88,900170509.28,1769159159.6,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2160,3.5632,22.8291,46.5517,7.056,5.3155,6.1666,2.3963,1164191665.14,14698553.58,1019117102.9,-67868707.5,142590222.67,2755004369.93,628942355.84,2126062014.09,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2161,1.8975,31.2739,5.6957,7.4607,7.1608,6.9797,6.7497,13687189035.15,64839078.56,14456320056.99,-60649747.32,363091727.31,7345792577.4,2297316770.11,5048475807.29,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2162,1.6576,53.6675,21.4568,-6.6346,-8.8245,-4.4358,1.681,469936252.12,-11888524.62,341085673.02,-51205733.61,-40461347.96,1257619217.85,674932718.67,582686499.18,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2163,1.5454,78.3122,26.3017,-96.3627,-51.1929,-31.2425,10.0904,1692982827.93,39430122.9,1077656316.91,73039333.93,-5095046780.63,13738832575.71,10759182086.7,2979650489.01,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2164,0.9681,58.7764,20.8062,5.8234,4.7117,4.26,7.7287,2382800057.56,12944559.07,2197123402.87,256238564.21,89814976.81,3818099295.13,2244139698.59,1573959596.54,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2165,1.6811,52.9166,23.2489,28.6169,27.8867,15.9873,3.3179,1023649164.2,19414437.22,849043014.53,96449854.79,128366069.21,1085544558.07,574433530.95,511111027.12,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2166,1.9947,43.2147,24.1893,1.0308,3.0012,2.2689,2.0781,469135056.56,182541.18,435216981.32,8811020.02,10980462.71,777591259.35,336033599.06,441557660.29,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2167,2.7959,34.6699,46.4864,18.4951,17.8737,12.2164,3.3257,488980035.2,14558434.72,507708662.87,74713455.01,93751724.93,1143921253.93,396596889.64,747324364.29,1.0,1.0,1.5,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0
2168,1.0416,71.6488,17.117,0.9205,1.1496,3.1455,3.6127,17155391688.45,150955700.49,18378446079.55,1927959969.47,54772094.8,17673229243.55,12662653253.18,5010575990.37,1.0,2.0,1.5,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0
2169,1.0608,58.6613,32.4661,1.0447,2.4387,2.4197,1.5335,1244739999.73,4897436.66,948833577.98,134907440.12,10479208.94,2586812402.02,1517457032.53,1069355369.49,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0
2170,7.5199,30.028,86.9387,2.4984,1.2597,1.265,1.2892,567637225.78,3683677.16,629769366.71,48414581.64,73084430.7,3413954103.89,1025141605.59,2388812498.3,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2171,0.7297,49.0885,21.9252,2.0735,2.8888,3.0779,33.882,1226123062.59,6562218.41,1317893719.39,435064086.26,66703402.91,6380804180.93,3132240695.06,3248563485.87,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2172,0.9906,65.0614,26.1293,9.9609,7.6689,5.4865,2.2052,1096211086.27,4666541.81,1006016916.27,120830682.06,68338746.82,1991483275.79,1295685913.63,695797362.16,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2173,5.3273,12.6889,42.315,14.9456,14.2952,17.1632,12.9882,4581171579.24,204572129.44,4845238256.3,693970679.96,619302090.17,4984426490.5,632470080.89,4351956409.61,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
