ID,流动比率,资产负债率,销售毛利率,净资产收益率,投入资本回报率,总资产报酬率,应收款周转率,营业收入,所得税,销售额,经营活动产生的现金流量净额,净利润,资产总计,负债合计,所有者权益合计
5739,2.7744,30.6744,52.4081,9.8749,8.4862,7.8639,1.852,2115834000.39,33184707.59,2147888507.71,-66937149.66,198489779.47,3568790085.36,1094703531.59,2474086553.77
5740,6.2113,13.0527,60.0748,16.1256,15.532,14.5356,2.3116,271653609.75,3564684.03,231438743.44,19186451.89,69949453.76,661135897.78,86296256.06,574839641.72
5741,1.3336,64.6628,16.6314,11.7975,12.04,9.9766,19.0269,2609151369.61,23377892.27,2587953579.54,116169279.28,139401948.54,2776186270.94,1795160553.8,981025717.14
5742,3.8194,22.9857,44.2408,16.8558,14.8193,14.3343,1.3788,855747513.74,18316693.34,540775391.36,-40128054.79,192126318.53,2016808819.14,463578451.3,1553230367.84
5743,1.6682,63.4938,6.3694,-62.9114,-66.3864,-32.7553,3.4739,66862565.2,334499.41,53595493.58,-31286246.36,-38499134.64,107259914.02,68103381.07,39156532.95
5744,2.6809,28.4103,35.4443,2.5349,2.2275,1.932,1.7585,216878674.13,563031.65,136369532.87,15556481.72,10717545.22,602287369.98,171111385.09,431175984.89
5745,3.0563,25.5932,25.8796,13.9315,13.9391,11.7208,3.9168,951181810.6,12381087.82,1024927649.94,105877740.33,101985910.35,1029958464.65,263599335.3,766359129.35
5746,3.2806,48.9026,25.0566,-3.9322,-3.7661,-2.6095,1308.3962,29492663.01,-3482867.95,328220002.14,-1325015951.1,-61590142.05,2965561470.33,1450237828.06,1515323642.27
5747,4.7664,18.1525,39.0716,17.1259,16.8891,14.3916,2.2503,276962399.78,3357570.5,269393530.0,16178221.41,42595958.72,335096421.37,60828361.09,274268060.28
5748,1.9884,33.8153,26.0688,3.0926,3.4218,2.797,5.2441,397762506.41,1088662.6,317585259.49,30066009.39,11011621.73,544506667.29,184126542.53,360380124.76
5749,,35.5592,,24.5286,,23.7116,,5592427918.12,1206001357.67,,1730039924.46,3668212257.98,25126115640.7,8934633780.67,16191481860.03
5750,0.9025,78.6286,40.3558,11.4755,6.495,4.8059,4.4241,176382787.78,2538585.15,140284566.83,24520319.69,8029472.31,450443108.68,354177059.45,96266049.23
5751,4.358,15.6781,23.2472,8.1067,6.6671,7.4835,6.0853,785566458.74,17512282.6,396691436.12,10896249.06,85755078.33,2024573747.1,317415139.27,1707158607.83
5752,0.2703,179.9782,24.0731,59.6044,,-28.9899,26.4267,25483382.88,,25536721.0,-2986445.71,-95488166.22,258744869.48,465684344.2,-206939474.72
5753,0.9061,31.1252,84.7215,-8.7411,-8.714,-6.7336,3.41,76335196.56,19495.88,50171018.58,-16695684.04,-19006865.16,282368289.85,87887677.49,194480612.36
5754,5.0928,15.0424,29.4182,11.5936,11.5195,10.8567,3.0696,326713549.39,6826790.32,259726904.11,-9783021.79,60052365.99,635266551.68,95559320.2,539707231.48
5755,1.8351,45.9384,48.2137,11.0233,8.1057,7.8039,11.456,686943602.61,13270200.91,746324950.49,102956107.32,106342795.43,1928984881.76,886144745.85,1042840135.91
5756,1.3789,27.6135,13.4015,3.2773,3.155,3.1931,11.4833,1592996189.38,7992133.42,1705757050.91,-36907072.09,49096541.07,2106919776.89,581794099.38,1525125677.51
5757,2.2165,40.5427,32.8439,17.543,17.1552,12.4077,2.7829,2729616152.7,40347422.71,2182232768.33,399486635.29,371462956.77,3816220213.02,1547198640.39,2269021572.63
5758,2.6745,31.1757,50.7576,21.0716,19.6902,19.4262,9942.2339,2121966609.34,136581688.22,2566114971.82,522954226.3,412645748.21,2842852497.72,886279666.13,1956572831.59
5759,2.8573,33.1111,31.3788,13.7742,12.3673,10.765,7.2679,348916835.89,11930759.86,342086232.94,19581413.86,35761395.84,405399786.94,134232458.04,271167328.9
5760,1.838,50.1069,27.9253,-25.2599,-11.7272,-9.4684,2.3844,2335911679.89,-3215259.38,2578325336.81,94297679.86,-597892804.13,4779814631.63,2395015036.07,2384799595.56
5761,6.8393,11.7928,36.5962,13.9012,12.9113,13.1655,11.158,296716027.7,9145548.48,312232884.27,34053904.54,65457726.67,722277650.78,85176589.55,637101061.23
5762,1.3628,35.8434,12.5728,7.077,6.0899,6.0189,6.1187,2135043103.77,18463354.74,2374270965.22,77494037.11,118573309.92,3086752299.08,1106395673.03,1980356626.05
5763,2.0969,37.2811,24.9665,11.7624,9.7754,8.5443,5.9274,5709587581.22,47923781.69,5208875188.55,214168010.55,365526077.26,5167681838.54,1926570862.61,3241110975.93
5764,3.1802,23.2952,50.8065,4.0881,4.6573,4.9363,2.7722,1020790749.55,20667871.09,1117052522.11,112268762.94,87165032.62,2494305197.48,581052399.59,1913252797.89
5765,6.1676,16.2803,31.8848,5.5133,3.8372,5.5145,14.1869,648076567.49,18430078.26,626532792.66,188775155.34,82219894.96,1866863761.8,303931573.27,1562932188.53
5766,1.2655,41.6721,47.7723,23.563,21.3045,19.0089,11.4543,3497581075.86,89380101.15,3899035555.5,357800402.77,427812309.78,3390427521.69,1412861418.87,1977566102.82
5767,1.7659,26.595,38.6857,23.1864,20.833,22.4459,1779.4737,210244954.28,13405052.89,240800577.16,29377927.31,40349125.93,251941013.56,67003597.76,184937415.8
5768,2.5897,29.9807,18.4759,5.357,4.8062,4.2614,2.924,1058854294.31,9193816.51,740731084.46,37390454.06,61519019.34,1693283722.19,507657479.42,1185626242.77
5769,2.1811,22.9976,11.6079,29.7736,29.715,25.3611,591.5843,2778844082.02,22620348.2,2665215422.07,127566426.55,146922936.95,738649730.24,169871935.33,568777794.91
5770,0.8706,40.0751,15.2919,1.7801,2.0579,5.5724,5.2222,5410970481.11,260480246.74,4979279023.18,-752205902.28,91226808.4,8565295101.44,3432554799.38,5132740302.06
5771,1.1426,47.1747,3.0073,-39.1775,-27.3827,-20.9457,4.353,324317943.36,260881.67,298869047.05,-40596536.22,-154320452.15,599598626.9,282858637.23,316739989.67
5772,1.2194,22.0098,5.6716,-60.6357,-61.2385,-38.6264,4.4691,102577272.05,40068651.52,106842606.61,-16698573.22,-171948275.05,252959808.51,55676030.17,197283778.34
5773,1.6158,40.5067,16.6815,3.1551,3.7295,3.6493,2.8369,3665524126.83,7325460.37,2899284104.48,193492616.42,70834521.65,3917905218.44,1587015461.06,2330889757.38
5774,2.8654,29.6145,27.829,2.3062,1.4665,2.1851,2.2731,1264853046.52,12966216.0,1403061089.89,21312731.54,50824180.66,2855551982.7,845658483.92,2009893498.78
5775,1.4011,53.2433,29.668,17.2525,12.4192,10.4259,4.0098,27420832737.52,481257056.61,27526093780.23,2900080347.15,3761757143.68,47582564179.59,25334535573.94,22248028605.65
5776,1.9101,40.9484,13.7586,2.4512,2.4641,1.7081,2.9647,1604697485.47,-1807371.47,1099251728.22,-39784583.07,25399096.87,1798642189.89,736515705.24,1062126484.65
5777,2.5518,28.0641,14.3559,10.917,10.504,8.3974,5.9985,6373794918.71,20610226.22,6254926758.37,-11123590.08,528475522.72,7027309687.98,1972148328.68,5055161359.3
5778,1.8072,49.6035,40.6596,43.0027,39.0608,22.5217,4.9145,851974006.68,11117053.73,831796687.96,86801204.2,119994797.38,660531435.94,327646975.98,332884459.96
5779,3.4307,28.8449,31.263,37.3525,36.4279,26.2831,4.9511,475764321.02,14267012.89,380625619.75,58658565.39,85762313.34,393462660.55,113493873.46,279968787.09
5780,8.2364,11.9693,30.4212,2.3649,0.9523,3.7337,4.9311,93059807.59,3808600.64,61929730.38,8482101.01,14507187.95,502336986.2,60126186.94,442210799.26
5781,3.2605,20.2242,23.7293,9.5999,9.4648,8.7957,6.5463,1115613222.21,19941573.04,1005454097.59,97321493.73,137789916.8,1880962065.61,380410323.2,1500551742.41
5782,1.4023,34.1415,37.9197,6.1621,5.76,5.8639,3.4235,2197458673.79,148054779.66,2212631434.95,577086132.86,443135431.27,11363749429.74,3879753741.36,7483995688.38
5783,1.0622,47.8645,13.3336,5.862,6.2178,5.4475,17.4494,10472302549.73,75014562.68,9597458272.59,471156743.1,454734956.9,14520413417.1,6950129678.01,7570283739.09
5784,1.4785,42.8197,47.621,12.0364,10.6171,9.4547,2.2743,490916514.99,11496796.6,453502653.48,57884647.16,69530963.47,1054573567.88,451565214.62,603008353.26
5785,1.0591,43.8144,19.2246,1.1023,1.3146,1.2315,4.6458,650928286.22,-4494710.29,582006339.86,29602846.47,6828786.63,1105786551.88,484493502.56,621293049.32
5786,1.6401,60.2722,25.3355,55.2826,46.5036,25.4178,3.5544,1099511210.29,23406808.09,1024082497.93,77946920.86,124030549.96,655642978.35,395170293.64,260472684.71
5787,2.4866,27.8174,26.4925,12.5602,12.3592,8.5856,3.6891,585382675.45,7542145.7,465378656.22,64146531.23,55880100.02,655551177.39,182357038.69,473194138.7
5788,3.2277,26.5044,29.4393,11.3717,9.812,10.5543,5.4889,5934673688.59,145119086.83,6052927405.22,792573464.87,735466548.21,9281397295.3,2459977709.29,6821419586.01
5789,2.2134,42.9673,23.9773,3.8575,4.6846,6.1782,7.4988,5456087745.26,81625206.55,5965831639.51,-118805620.23,155062081.8,5916590281.64,2542200728.65,3374389552.99
5790,1.7869,31.9907,35.2123,10.1228,9.5951,7.3037,2.6049,3562832789.72,25762261.18,2509851765.18,-155025286.06,546730191.9,8350188590.75,2671285125.93,5678903464.82
5791,1.3223,51.0114,14.0987,19.7338,16.2692,13.2135,18.7269,23025322204.36,196572392.16,24265334253.89,1587940965.23,700407188.59,8220804430.63,4193545555.26,4027258875.37
5792,1.6956,45.151,25.0125,16.9662,15.3236,10.7873,2.2746,2098492686.07,38809571.12,1262383026.68,-7038192.31,250558614.75,3675078673.54,1659333123.22,2015745550.32
5793,1.3284,72.2722,7.8679,8.6935,7.7601,5.6474,9.1993,38095793349.71,73185595.05,38575522425.59,3930390639.94,476039529.56,20599320120.61,14887585870.92,5711734249.69
5794,1.5709,28.845,32.5892,22.1251,20.3076,17.4233,3041.9698,189980825.34,9570587.81,222178818.32,-14165008.94,27698679.33,229222490.26,66119336.64,163103153.62
5795,2.7546,35.3949,38.0674,22.8069,18.1433,17.2249,2.9424,193361678.02,3732814.75,196463742.98,5562004.36,27379277.95,268021340.47,94865993.83,173155346.64
5796,2.6856,52.9779,18.206,1.2527,1.3176,3.9237,2.8485,2537507922.61,149713500.46,2207455702.55,80602327.13,44981422.81,8602279491.05,4557310169.76,4044969321.29
5797,2.2982,21.6634,43.1342,2.0323,2.1939,1.9715,1.0699,456772949.37,924095.87,353226017.58,15414704.19,25361219.4,1789348835.35,387634043.71,1401714791.64
5798,1.4434,83.3525,47.0812,6.5279,2.7111,3.6546,74.2588,7942112442.45,516567821.75,9300787614.89,3001582489.62,414949085.3,46050688700.65,38384398986.48,7666289714.17
5799,1.5225,58.1267,11.9101,,15.7091,12.0038,4.5306,2228435235.41,38069857.45,2416029628.13,-21748008.07,69063856.4,893173722.16,519172503.47,374001218.69
5800,2.6136,37.1813,49.4215,34.2209,27.107,26.0326,2.1933,156643447.79,7782276.71,102604532.25,637738.87,32543328.42,240436785.31,89397595.32,151039189.99
5801,4.0783,28.1503,35.7844,14.9057,14.6739,13.2631,3.758,171013867.95,4219669.2,130123675.88,14390922.7,23165643.74,215978601.72,60798666.14,155179935.58
5802,1.1882,80.9166,1.9898,11.4627,2.648,3.4511,3.4771,10135817569.89,23957187.03,11301439971.43,190724855.35,118902940.68,6787066297.95,5491861282.22,1295205015.73
5803,6.8032,10.7322,37.4001,11.1124,10.5375,11.0744,3.218,375617177.73,11171889.09,291091030.43,55089703.01,65699772.81,709874115.7,76185266.81,633688848.89
5804,2.0551,60.4593,6.9532,8.9939,6.7871,6.0776,5542.3599,11301766097.65,30829399.94,12928102496.16,378694009.03,257563516.07,9576023778.01,5789596981.82,3786426796.19
5805,2.3038,32.2405,31.2675,13.628,11.769,11.5619,7.0138,800272710.72,12896290.49,757072241.41,51070560.33,81855076.05,946372489.96,305114874.72,641257615.24
5806,1.7569,45.7297,26.8106,27.1831,26.8561,17.441,4.8663,3675803742.76,96808976.21,3242662286.75,667380107.89,537336287.69,4092687897.66,1871574421.86,2221113475.8
5807,2.3386,37.8933,29.8797,23.9379,23.9132,19.1708,7.2656,472716636.0,11535094.48,410824298.2,45760162.69,43356827.89,355639987.06,134763591.1,220876395.96
5808,3.1271,18.8241,46.963,22.7279,22.6408,21.6147,4.1112,443974172.17,16233106.21,393884580.03,65549907.74,98752534.29,597659344.2,112503956.78,485155387.42
5809,7.9255,10.3525,37.8619,7.432,6.8419,7.4405,4.3765,1341313955.02,28833449.63,1397940366.42,335026928.1,239678347.03,3817781764.27,395236535.99,3422545228.28
5810,1.8313,31.5381,46.8724,10.3366,8.4569,8.9231,10.223,504559726.81,9728667.57,506143426.38,220393442.59,96961832.53,1412878257.38,445594639.68,967283617.7
5811,1.3806,43.312,29.3809,-4.6376,-1.8375,-0.7941,4.8812,97553161.31,1555952.81,86489358.96,-2223976.85,-7970623.84,320157626.23,138666626.69,181490999.54
5812,1.3287,18.649,54.845,9.4367,9.019,,14.3617,243689428.22,8056612.93,273628755.06,147179990.59,53538476.63,758065790.72,141371696.13,616694094.59
5813,2.3012,41.5569,18.241,2.6523,2.4972,2.2234,2.396,1706468317.13,3548686.66,1714056299.68,22953258.17,31649024.8,2031889754.3,844391380.85,1187498373.45
5814,6.0854,17.252,54.731,11.4536,10.77,10.3678,1.7752,616891573.3,18932218.26,523964464.0,54494827.48,120954493.11,1687555661.32,291137327.21,1396418334.11
5815,4.6576,16.3227,22.0382,11.6643,11.7751,11.2731,6.4264,720920717.25,9128895.66,618832725.18,58222453.24,69557135.5,747918909.23,122080220.95,625838688.28
5816,1.2711,37.4148,8.5746,14.7276,11.8039,11.5733,41.785,13695843458.67,81324570.84,14202097842.61,611390370.75,499954813.31,5985861995.54,2239597668.04,3746264327.5
5817,3.6598,34.2201,26.5251,13.2474,10.9732,10.2522,6.347,536807377.98,11225040.92,566640414.36,77147090.36,53732683.22,659066614.13,225533515.31,433533098.82
5818,1.8978,38.3011,22.7386,20.8934,20.3496,13.8171,7.9595,425428912.01,6033467.62,455914502.79,24350428.52,46473207.28,414655509.8,158817791.67,255837718.13
5819,2.4244,35.6484,11.7513,11.0904,8.0813,8.9333,3.5895,1313564133.87,15893438.98,1237597504.56,-36108655.94,61234477.38,1104992798.84,393912734.45,711080064.39
5820,1.3177,51.0548,21.2646,22.0856,17.0539,14.1299,6.8215,2046932549.95,33473324.18,1512851866.62,54757669.8,206413312.65,2184060159.27,1115068063.09,1068992096.18
5821,0.7185,47.4253,18.7124,10.6826,9.0004,7.9755,8.2251,992052037.07,3930957.0,556436080.25,-10995250.14,70200114.02,1311251807.01,621865242.45,689386564.56
5822,1.3975,56.8191,33.2232,5.5233,4.8236,4.8643,2.7292,1104272151.2,36196505.27,933258921.04,-333380243.85,114837963.03,5368655570.24,3050419581.78,2318235988.46
5823,2.6153,34.9219,55.6402,12.6417,14.2018,11.3714,1.9763,1032129341.35,16901400.65,795145878.29,16955630.34,178041524.75,2127601471.96,742998977.58,1384602494.38
5824,0.8184,29.2608,47.3057,7.6345,9.9123,10.2914,11.4349,943715271.84,28858652.3,1033724426.03,243501645.36,193043148.89,2662625914.83,779106819.44,1883519095.39
5825,5.3018,14.5606,43.0113,0.6103,0.5029,0.9136,1.2142,450080247.37,4901786.31,454203719.72,26901486.11,9184779.18,1526630715.79,222286640.98,1304344074.81
5826,8.8175,10.6656,44.7848,17.5638,17.45,18.0182,1.3256,349452648.71,13029444.39,277853893.03,5679574.01,74685507.74,579780424.36,61836960.86,517943463.5
5827,1.2599,58.5806,39.024,14.1215,10.1584,8.6228,1.2882,369077914.79,7314602.28,300914436.83,-68204771.73,48986559.19,998781335.73,585092064.69,413689271.04
5828,1.0996,61.5338,21.9228,12.2134,12.0736,5.1166,2.3348,1197370347.9,7190334.13,1013312019.81,66271992.4,51330257.95,1194903578.08,735269065.45,459634512.63
5829,1.0819,43.5803,20.6759,1.8354,2.3728,1.9041,3.9172,313049823.01,1271854.72,223855144.67,7294621.16,7911395.46,869940432.2,379123001.61,490817430.59
5830,1.4061,55.7768,14.9986,16.6724,11.2514,8.5901,62.7746,244956573000.0,1302907000.0,283101450000.0,-13874467000.0,12642548000.0,199467202000.0,111256403000.0,88210799000.0
5831,2.5404,33.2051,32.8918,9.3144,9.1385,7.6382,2.122,380982265.01,10543057.28,369834615.39,11077043.27,31543570.54,637381736.64,211643423.61,425738313.03
5832,1.3515,51.2594,23.3128,53.2637,39.104,33.4277,1.5877,3048680152.06,723666542.25,2865682841.59,387102719.57,2246164571.68,10658854133.73,5463666511.85,5195187621.88
5833,4.8273,20.2541,33.0988,7.4625,6.6228,6.859,3.6734,477019132.78,16550900.43,564538367.51,91177636.02,85392110.53,1521170331.83,308098779.63,1213071552.2
5834,1.164,41.2289,23.075,0.6897,2.0289,1.7667,2.5304,1303415524.53,-1559965.62,1089022984.16,-7399302.23,14568326.02,3936098400.79,1622808513.61,2313289887.18
5835,6.6369,12.958,62.9444,-5.5889,-6.7848,-6.1262,6.2325,229287310.76,-6581457.49,246027138.15,20504158.92,-27422380.17,540121149.18,69988866.19,470132282.99
5836,1.2795,54.3121,9.368,1.0439,2.1889,3.1046,20.7012,12171466618.55,39043822.72,12147488370.02,-2514695.39,49426886.66,5338991177.07,2899717872.98,2439273304.09
5837,0.7815,66.1202,17.4527,1.9984,3.6643,3.54,2.7652,4856493249.54,20882584.0,3628511915.43,871339865.98,111799397.98,17082786381.88,11295180137.91,5787606243.97
5838,1.4702,46.0212,24.055,18.9685,14.4748,13.1061,8.6884,1649849487.54,38094346.89,1575623456.73,280165159.26,209158538.75,2238334869.43,1030108682.17,1208226187.26
5839,1.0884,62.0148,18.4172,0.7984,2.1325,2.0527,1.8495,1651884332.25,-13065649.3,1439432221.48,213549613.95,24898631.86,7710653033.58,4781743605.42,2928909428.16
5840,1.0001,72.0954,15.5767,28.1714,12.384,8.6698,3.9355,1398772197.47,10339394.92,1223590621.3,45322623.49,72687329.95,1309832780.24,944328735.56,365504044.68
5841,2.6721,21.3737,33.4148,8.6687,8.0797,7.8923,2.6428,401499126.43,9366531.17,435849834.7,14836487.47,47110585.75,855237201.74,182795410.07,672441791.67
5842,1.5796,37.9738,19.0418,0.7681,0.7573,1.496,3.3009,4090831025.74,51915571.14,4611475561.87,306224062.31,34686954.85,8358750720.8,3174132222.81,5184618497.99
5843,2.4256,32.192,16.7493,11.2508,10.8108,9.624,7.3858,1410193948.12,13850848.38,1448016215.25,133750576.36,81541957.5,1128933728.24,363426419.92,765507308.32
5844,1.1978,46.23,13.8399,10.2049,8.4376,6.7238,6.1811,3553614079.77,26059377.72,3722310798.04,-39840639.68,228494054.61,4578247491.89,2116524176.61,2461723315.28
5845,2.7059,20.9759,25.3305,8.6337,7.7669,8.1286,5.9053,2027190741.15,34322085.48,1643248696.19,377712374.86,201523198.16,3103969891.2,651085782.4,2452884108.8
5846,1.4805,49.1062,22.8812,9.2511,8.4641,5.9447,2.9352,1591919566.49,4006792.58,1745177809.25,238019446.82,110522869.63,2388498304.67,1172900016.89,1215598287.78
5847,5.5982,14.6443,55.5765,14.0974,12.7668,11.82,5.6213,232427093.83,-367405.95,226863890.86,27067628.94,39739145.83,353547174.89,51774556.93,301772617.96
5848,2.131,33.3525,3.5421,3.595,3.3093,3.2566,528.06,14138028296.51,-75736609.69,15732580380.17,92369153.77,202354121.49,8272723705.09,2759161328.17,5513562376.92
5849,0.9617,63.3631,42.3852,37.892,30.3959,15.3969,3.5982,134795900.6,3120045.55,143461455.16,44108665.64,20160837.09,201497904.66,127675307.43,73822597.23
5850,3.3599,20.4684,0.7036,-16.6172,-16.4095,-12.2116,11.5407,1619824840.1,-165318.12,1755523686.1,46078993.82,-152706937.14,1059655413.39,216894236.74,842761176.65
5851,4.6245,11.7349,26.4487,14.085,14.0417,14.1819,10.8247,677305058.06,9788291.24,280921856.26,16220587.3,63621395.11,523147218.08,61390723.12,461756494.96
5852,1.0247,79.3523,11.9679,-65.5812,-28.9024,-16.3308,4.5856,9400534426.47,82532040.96,5557092702.72,170667093.05,-2307519038.53,10279948439.44,8157380017.91,2122568421.53
5853,1.7872,35.4284,36.9693,15.9897,15.8743,12.6756,18.1149,915012606.73,20665435.92,1136877284.76,223764080.08,83671287.44,1151799946.77,408063773.65,743736173.12
5854,0.9391,31.7539,30.7349,5.9524,4.5267,3.5785,13.1461,8095104575.05,967913.91,8862998483.68,2764112551.61,1103351157.79,32203488491.51,10225864369.32,21977624122.19
5855,2.6161,30.8596,34.0663,17.4484,15.9502,13.4698,18.1807,2295648224.52,31925138.1,2521526537.78,261352954.72,249939634.49,2166814091.46,668669353.07,1498144738.39
5856,1.8313,40.7767,54.3693,,15.3743,13.7356,8.4129,191588866.59,5606900.73,151871540.9,7043423.57,32757451.33,280914648.61,114547795.37,166366853.24
5857,1.9112,60.8552,30.1181,28.05,17.8721,14.6461,3.8316,1160236453.59,32193974.32,765254771.03,251582724.44,200485563.95,1941177963.71,1181306767.39,759871196.32
5858,1.3723,42.0625,21.618,-25.7824,-16.0051,-13.3726,1.0301,259396420.2,-9395102.85,395802799.78,-6840965.96,-166684724.36,1030452788.58,433434039.24,597018749.34
5859,2.7021,44.0224,46.2237,,-8.4284,-6.5383,3.3138,372603413.54,-4876642.22,300126394.13,26648638.51,-39207417.81,627550332.79,276262422.89,351287909.9
5860,2.2567,39.5079,24.0337,15.606,13.7222,10.1527,3.8266,642468424.3,6018175.83,469281263.97,-16962893.37,56285183.37,815281078.52,322100537.71,493180540.81
5861,2.8833,26.835,31.1296,16.1279,14.9166,12.6941,4.1073,495454310.13,12743881.73,413169979.1,59380278.48,74959905.32,896862705.8,240673527.35,656189178.45
5862,1.4431,48.3533,41.2691,27.1007,21.585,15.2937,3.8047,11560093510.32,75645552.23,9831763870.3,1973559467.48,1710756561.31,14102970752.19,6819249858.65,7283720893.54
5863,3.7127,29.0643,42.1186,-13.7452,-15.1261,-10.5932,4.4602,102825443.41,-8633790.15,90012800.65,-57666762.33,-37553482.72,567324338.31,164888686.98,402435651.33
5864,1.5056,33.2779,24.6788,6.4806,5.6724,5.3924,3.5645,1333530289.8,8021959.11,1193905550.35,8573935.23,136094605.68,3160703517.88,1051816982.7,2108886535.18
5865,1.242,47.8686,25.5335,10.014,8.9411,7.2842,3.2623,5019241538.44,63422835.84,3160592563.34,304839058.43,398335213.04,7858823185.48,3761910266.69,4096912918.79
5866,0.7343,55.049,25.2509,17.3745,14.4707,9.3542,108.2076,2293455103.25,29007603.37,2624998846.9,175738053.68,85510582.44,1556360131.02,856759912.03,699600218.99
5867,,,,,,,,,,,,,,,
5868,1.4311,50.611,29.2147,16.1708,11.8636,8.7827,5.5523,4005444207.28,43072274.26,3851232309.1,80252184.61,342618040.2,5522594812.6,2795042331.26,2727552481.34
5869,1.7638,31.0669,14.8894,2.5214,2.7242,3.1244,4.6281,1064659200.83,6749673.61,1102394282.39,-37793205.77,19084530.12,1169285433.83,363260208.22,806025225.61
5870,0.9822,97.7426,3.9009,-137.9034,-170.3053,-20.432,24.9951,1566152354.77,-12121295.41,1994209789.42,-160148695.17,-52447027.86,526049345.46,514174234.8,11875110.66
5871,6.9601,13.4164,52.13,5.8573,6.3791,6.1473,0.6543,229033031.79,4843667.63,224876429.15,-28478838.56,44156386.15,801684352.18,107556862.51,694127489.67
5872,1.9552,34.7351,8.8138,8.7943,8.4172,7.7427,21.3302,13321580855.09,126316125.5,7658220070.11,30289798.09,527922468.29,9335846270.38,3242811570.21,6093034700.17
5873,2.4761,57.9514,45.4326,22.2755,10.7753,11.0882,6.8462,19075780342.76,825429959.0,15512725955.99,1076300530.35,4212531726.25,52216259169.85,30260052142.65,21956207027.2
5874,9.558,9.8316,36.0008,7.1578,7.0801,7.6112,5.1892,285955869.23,7454901.57,211871300.33,44423824.54,46420390.7,738732768.23,72629202.85,666103565.38
5875,2.9651,23.8602,59.6096,10.4446,9.7542,9.4252,8.2858,801375318.24,7420322.17,896899464.58,68233504.01,71985020.51,943211123.69,225051689.91,718159433.78
5876,1.7007,47.3721,25.2697,-4.6347,14.5236,0.3966,1.1167,1950903081.84,138915094.69,2149677026.4,227618394.41,-145100767.87,7580523033.17,3591049214.77,3989473818.4
5877,4.5606,18.2627,84.1434,22.0892,21.6232,22.6587,7.9098,718491131.27,55685758.93,813484819.21,304095588.93,284451941.06,1702400294.92,310903663.51,1391496631.41
5878,1.6226,51.6067,17.001,13.4928,11.3225,8.4418,3.6476,1885030226.82,20216926.08,1203928590.38,102609620.05,131404123.43,2816510560.02,1453508436.9,1363002123.12
5879,22.7669,7.4001,33.5968,0.933,-0.0628,1.3306,1.6908,463754726.72,22609333.15,374942381.87,52292113.69,70581623.78,8199734816.68,606785829.95,7592948986.73
5880,2.3663,38.1421,93.8969,8.476,7.7434,8.6828,10.9125,446174337.16,31121316.33,438372618.81,6574199.88,104140338.67,2066923141.94,788368464.99,1278554676.95
5881,0.7955,50.5634,23.4636,5.1586,5.0366,4.8965,17.2454,10609963011.0,72388291.0,11788692400.0,2130378100.0,472208588.0,19114234184.0,9664801722.0,9449432462.0
5882,2.8734,26.6861,41.4477,20.2755,17.2018,14.3991,4.7211,282877999.3,7674144.09,290596529.14,72756785.28,54136134.86,429266140.01,114554569.38,314711570.63
5883,2.9592,26.8668,18.7994,4.9334,4.706,4.2232,6.4391,343433627.84,3184220.02,384760134.55,25167666.01,22953569.43,651884314.07,175140202.29,476744111.78
5884,2.6666,47.45,16.6344,2.4617,1.866,0.9393,1.5335,121983360.24,-195872.36,90194533.18,-44108183.41,748748.58,145015414.25,68809798.3,76205615.95
5885,1.5095,58.3732,6.8511,14.1967,10.8727,10.05,31.1499,20667645051.42,161695620.23,23115888987.61,996555259.12,608595592.31,11254008125.5,6569329472.29,4684678653.21
5886,2.2343,31.554,30.3311,14.6977,13.3109,12.3891,6.3358,1735433454.71,32904957.88,1780252784.09,182096924.46,155803393.91,1376851881.77,434451180.46,942400701.31
5887,1.2598,42.7732,14.92,13.1042,10.8222,10.3128,12.2862,1081936371.07,14606512.51,843548847.12,-29238345.03,90502321.31,1308681040.12,559764266.76,748916773.36
5888,2.1346,34.3575,24.3869,21.9969,22.0484,14.5096,6.9563,602764278.16,6885596.33,467482145.82,8782390.5,52439092.02,390992720.44,134335265.64,256657454.8
5889,2.1013,34.1743,71.1181,124.9538,119.158,96.593,6.7408,1242136614.98,118296643.55,539344208.96,126512672.18,677536498.88,1338379685.78,457382013.16,880997672.62
5890,1.4708,55.2948,29.7748,6.6328,5.7585,4.0054,4.2046,1650902933.71,11522619.32,1649585123.44,78258394.23,71945436.03,2917619495.34,1613291606.4,1304327888.94
5891,1.1601,80.6286,16.284,-14.6249,-15.8446,-3.3077,0.414,1771243681.03,-36473217.5,2010574876.38,-532754255.19,-148579109.07,4919468970.31,3966498351.33,952970618.98
5892,2.5916,35.3182,27.9319,26.2714,21.3503,22.3996,754.2624,582199307.25,15383889.37,656310887.51,49121871.0,89453891.41,577481339.05,203955892.72,373525446.33
5893,3.679,21.634,83.7991,10.8827,10.4117,10.3128,11.5825,2172516438.89,44710657.84,2457276605.75,292457733.07,204386571.21,2513555386.13,543783040.05,1969772346.08
5894,1.7984,20.237,62.1036,13.0642,12.3058,14.7189,65.5817,489426187.51,39485179.22,536074381.35,225382094.51,118044866.25,1127065070.43,228083800.68,898981269.75
5895,1.3314,28.9581,26.18,9.5726,8.7678,8.3369,2.7909,649938134.02,13114640.14,362851198.64,77569749.79,79083863.88,1781514909.03,515892395.05,1265622513.98
5896,1.0527,76.3554,42.8565,54.9298,29.1987,13.4937,61.3788,3436940910.61,154264296.9,4354394734.14,1078635007.0,449539375.54,5182504077.75,3957123227.41,1225380850.34
